fecha;sol;tmin;tmax;prec
13/05/2010;9,5;12;24;0
14/05/2010;10,2;12;24;0
15/05/2010;11,2;12;26;0
16/05/2010;11,7;13;28;0
17/05/2010;12,4;14;30;0
18/05/2010;12,5;15;31;0
19/05/2010;12,4;17;33;0
20/05/2010;12,4;17;33;0
21/05/2010;12,6;17;33;0
22/05/2010;12,2;18;32;0
23/05/2010;12,2;17;31;0
24/05/2010;12,1;17;30;0
25/05/2010;11,8;16;29;0
26/05/2010;11,3;16;29;0
27/05/2010;11,6;16;29;0
28/05/2010;11,7;16;31;0
29/05/2010;11,8;17;32;0
30/05/2010;12,2;18;34;0
31/05/2010;11,5;19;35;0
01/06/2010;11,5;20;36;0
02/06/2010;10,8;21;36;0
03/06/2010;10,7;21;36;0
04/06/2010;10,2;21;34;0
05/06/2010;11,1;20;33;0
06/06/2010;10,4;19;33;0
07/06/2010;8,7;19;30;1
08/06/2010;7,5;18;28;7
09/06/2010;6,6;17;26;7
10/06/2010;5;17;25;6
11/06/2010;4,1;16;24;0
12/06/2010;6;16;25;0
13/06/2010;6,8;17;26;0
14/06/2010;8;17;27;0
15/06/2010;10;17;29;0
16/06/2010;11,1;17;29;0
17/06/2010;11,4;17;29;0
18/06/2010;11,1;17;29;0
19/06/2010;10;17;29;0
20/06/2010;9,8;17;29;0
21/06/2010;10,4;18;31;0
22/06/2010;10,4;19;32;0
23/06/2010;10,5;20;32;0
24/06/2010;11,6;20;33;0
25/06/2010;11;20;33;0
26/06/2010;11;20;33;0
27/06/2010;10,9;20;33;0
28/06/2010;11,5;21;35;0
29/06/2010;11,5;22;36;0
30/06/2010;12,2;23;37;0
01/07/2010;11,8;23;37;0
02/07/2010;11,9;24;38;0
03/07/2010;12,1;24;39;0
04/07/2010;11,7;24;39;0
05/07/2010;10,6;24;40;0
06/07/2010;9,2;24;39;0
07/07/2010;9,2;24;39;0
08/07/2010;9,2;24;39;0
09/07/2010;9,5;24;39;0
10/07/2010;10,5;23;38;0
11/07/2010;12,4;22;38;0
12/07/2010;12,5;22;37;0
13/07/2010;12,4;22;36;0
14/07/2010;12,5;21;36;0
15/07/2010;12,7;21;36;0
16/07/2010;12,6;21;37;0
17/07/2010;12,6;21;38;0
18/07/2010;12,7;21;37;0
19/07/2010;12,7;22;37;0
20/07/2010;12,6;22;36;0
21/07/2010;12,6;21;36;0
22/07/2010;12,5;21;36;0
23/07/2010;12,4;22;37;0
24/07/2010;12,3;22;38;0
25/07/2010;12,2;23;39;0
26/07/2010;12;24;39;0
27/07/2010;12;25;39;0
28/07/2010;11,4;25;38;0
29/07/2010;11,2;24;38;0
30/07/2010;11,2;24;38;0
31/07/2010;11,4;23;37;0
01/08/2010;11,5;22;37;0
02/08/2010;12,1;22;38;0
03/08/2010;12,3;23;37;0
04/08/2010;12,3;22;37;0
05/08/2010;12,1;23;38;0
06/08/2010;10,3;24;38;0
07/08/2010;8,8;25;39;0
08/08/2010;8,5;26;40;0
09/08/2010;7,9;26;40;0
10/08/2010;7,9;27;40;0
11/08/2010;9,6;26;40;0
12/08/2010;10,9;25;39;0
13/08/2010;11,1;24;38;0
14/08/2010;10,3;23;35;0
15/08/2010;8,6;22;33;0
16/08/2010;8;22;33;1,5
17/08/2010;8;22;33;1,5
18/08/2010;8;22;33;1,5
19/08/2010;9,3;22;35;0
20/08/2010;11,1;23;37;0
21/08/2010;11,6;23;37;0
22/08/2010;11,7;23;38;0
23/08/2010;11,8;23;39;0
24/08/2010;11,7;23;39;0
25/08/2010;11,4;23;40;0
26/08/2010;11,4;23;41;0
27/08/2010;11,4;23;41;0
28/08/2010;11,3;23;40;0
29/08/2010;10,2;24;39;0
30/08/2010;9,7;24;37;0
31/08/2010;9,4;23;36;0
01/09/2010;9,2;23;36;0
02/09/2010;8,9;23;36;0
03/09/2010;9,8;23;36;0
04/09/2010;10,3;23;36;0
05/09/2010;10,1;22;36;0
06/09/2010;10;21;34;0
07/09/2010;10,2;21;34;0
08/09/2010;10,3;20;33;0
09/09/2010;10,3;19;33;0
10/09/2010;10,4;19;34;0
11/09/2010;10,3;19;35;0
12/09/2010;10,1;20;37;0
13/09/2010;9,7;21;37;0
14/09/2010;8,6;21;36;0
15/09/2010;7,6;21;34;0
16/09/2010;7,3;21;33;0,5
17/09/2010;7,2;21;31;0,5
18/09/2010;6,2;20;30;0,5
19/09/2010;7;19;29;0,5
20/09/2010;7,6;19;30;0,5
21/09/2010;5,9;18;29;0,5
22/09/2010;5,7;18;29;0,5
23/09/2010;6,7;17;29;0,5
24/09/2010;6,1;17;29;0,5
25/09/2010;6,5;17;28;0
26/09/2010;8,5;16;29;0
27/09/2010;9;16;30;0
28/09/2010;9,2;16;30;0
29/09/2010;9,9;16;30;0
30/09/2010;9,8;14;31;0
01/10/2010;8,3;15;30;0
02/10/2010;7,7;15;29;0,5
03/10/2010;7,7;15;28;0,5
04/10/2010;7,4;14;27;0,5
05/10/2010;6;15;26;0
06/10/2010;6,8;15;27;0
07/10/2010;6,3;15;26;7,5
08/10/2010;5,6;16;26;15,5
09/10/2010;5,6;16;25;16
10/10/2010;6,8;16;25;8,5
11/10/2010;6,6;16;25;1
12/10/2010;6,7;15;25;0
13/10/2010;7,4;16;26;0
14/10/2010;7,1;15;25;0
15/10/2010;7,5;15;25;0
16/10/2010;8,5;14;25;0
17/10/2010;9,6;13;25;0
18/10/2010;9,6;11;25;0
19/10/2010;10,4;11;25;0
20/10/2010;9,6;10;25;0
21/10/2010;9,1;11;25;0
22/10/2010;9,1;11;25;0
23/10/2010;9;12;25;0
24/10/2010;9;13;25;0
25/10/2010;9,8;12;25;0
26/10/2010;9,6;11;26;0
27/10/2010;8,7;12;25;0
28/10/2010;6,7;11;24;0
29/10/2010;6,2;11;24;6,5
30/10/2010;6,1;12;23;6,5
31/10/2010;6,7;12;22;6,5
01/11/2010;7,6;12;22;0
02/11/2010;9,6;12;23;0
03/11/2010;10;12;24;0
04/11/2010;10,1;12;24;0
05/11/2010;8,9;12;24;0
06/11/2010;7,4;12;23;0
07/11/2010;6,1;12;22;0
08/11/2010;5,8;11;21;1
09/11/2010;5,8;10;20;1
10/11/2010;6,7;10;20;1
11/11/2010;7,8;9;21;0
12/11/2010;7;9;21;0
13/11/2010;7,1;9;20;2,5
14/11/2010;6,8;9;19;2,5
15/11/2010;5;8;17;2,5
16/11/2010;4,7;8;16;2,5
17/11/2010;5,8;7;16;2,5
18/11/2010;4,3;8;16;2,5
19/11/2010;4,1;8;16;7
20/11/2010;4,8;8;17;7
21/11/2010;3,4;9;17;7
22/11/2010;2,3;10;16;1
23/11/2010;2,4;10;17;1
24/11/2010;1,1;11;16;1
25/11/2010;0,4;11;15;5
26/11/2010;1,5;10;15;17
27/11/2010;1,5;9;14;18
28/11/2010;1,3;8;13;17
29/11/2010;2,2;7;13;7
30/11/2010;3,3;6;14;9
01/12/2010;3,4;6;13;4,5
02/12/2010;4,2;6;14;3
03/12/2010;4;6;15;0
04/12/2010;3,3;8;16;8,5
05/12/2010;2,2;10;17;11,5
06/12/2010;1,1;12;19;17,5
07/12/2010;1,5;15;20;9,5
08/12/2010;1,9;16;22;6,5
09/12/2010;2,7;15;21;0,5
10/12/2010;2,8;14;20;0
11/12/2010;3,1;13;20;0
12/12/2010;2,3;12;19;0
13/12/2010;3,1;10;17;0
14/12/2010;3,2;8;15;0
15/12/2010;3,5;7;14;0
16/12/2010;2,9;6;14;0
17/12/2010;3,5;6;14;12,5
18/12/2010;2,3;7;14;12,5
19/12/2010;1,4;9;16;17
20/12/2010;1,4;11;17;15
21/12/2010;2,5;11;17;25
22/12/2010;2,5;9;16;20
23/12/2010;2,5;8;15;10,5
24/12/2010;3,6;7;13;0
25/12/2010;3,4;6;13;0
26/12/2010;3;6;13;0
27/12/2010;3,1;8;14;0
28/12/2010;3,1;8;16;1
29/12/2010;2,5;9;17;8,5
30/12/2010;2,6;11;18;10
31/12/2010;3;11;18;9,5
01/01/2011;3;11;17;2
02/01/2011;3,5;10;17;0,5
03/01/2011;2,8;9;16;0
04/01/2011;2,8;9;16;0
05/01/2011;1,8;10;16;0
06/01/2011;1,1;10;17;1,5
07/01/2011;0,9;11;18;6,5
08/01/2011;2,1;11;18;6,5
09/01/2011;2,5;10;18;5,5
10/01/2011;3,3;9;17;0
11/01/2011;4,3;9;17;0
12/01/2011;5,2;8;17;0
13/01/2011;5,2;8;17;0
14/01/2011;6,5;8;17;0
15/01/2011;6,4;7;18;0
16/01/2011;6,2;7;18;0
17/01/2011;6;7;17;0
18/01/2011;6;7;17;0
19/01/2011;5,5;8;16;0
20/01/2011;4,9;7;15;0
21/01/2011;3,8;7;13;0
22/01/2011;2,8;7;13;0
23/01/2011;1,7;7;12;0,5
24/01/2011;0,6;7;12;1
25/01/2011;1,4;8;13;1,5
26/01/2011;2,6;8;14;1
27/01/2011;4;8;15;1
28/01/2011;5,3;7;15;0,5
29/01/2011;7;6;15;0,5
30/01/2011;7,7;5;15;0
31/01/2011;8,2;4;14;0
01/02/2011;8,8;3;14;0
02/02/2011;9,3;3;15;0
03/02/2011;9,6;3;16;0
04/02/2011;9,2;4;17;0
05/02/2011;9,2;4;18;0
06/02/2011;8,2;5;18;0
07/02/2011;8,1;6;18;0
08/02/2011;8;6;18;0
09/02/2011;8,4;6;18;0
10/02/2011;8,5;6;18;0
11/02/2011;8,1;6;19;0
12/02/2011;7,2;6;18;1,5
13/02/2011;5,6;6;17;6
14/02/2011;4,4;6;17;11,5
15/02/2011;4,3;7;16;13
16/02/2011;5;7;16;8,5
17/02/2011;4,2;8;16;3
18/02/2011;5,9;8;17;1
19/02/2011;7,1;9;19;1
20/02/2011;7,2;9;19;1
21/02/2011;7,9;10;21;0
22/02/2011;9,8;10;22;0
23/02/2011;10;10;23;0
24/02/2011;10,3;10;23;0
25/02/2011;9,8;10;23;0
26/02/2011;10;9;22;0
27/02/2011;9,9;8;21;0
28/02/2011;9,6;7;19;0
01/03/2011;9,3;7;17;0
02/03/2011;8,6;6;16;0
03/03/2011;7;7;16;0
04/03/2011;5,5;7;16;0
05/03/2011;5,2;8;18;0
06/03/2011;3,5;9;17;0,5
07/03/2011;2,8;9;17;3,5
08/03/2011;2,5;10;16;6
09/03/2011;2,2;11;16;6
10/03/2011;1,6;11;15;5
11/03/2011;1,6;11;16;2,5
12/03/2011;1,6;11;16;10,5
13/03/2011;2,4;10;16;10,5
14/03/2011;4,1;9;17;10
15/03/2011;4,7;9;17;2,5
16/03/2011;6,6;9;19;0
17/03/2011;8,7;9;21;0
18/03/2011;9,6;10;23;0
19/03/2011;9,8;10;23;0
20/03/2011;9,9;11;23;0
21/03/2011;9,7;11;23;0
22/03/2011;9,5;12;23;0
23/03/2011;9;12;23;0
24/03/2011;8,3;13;23;0
25/03/2011;7,6;12;23;0
26/03/2011;7,7;12;23;0
27/03/2011;7,1;12;23;0
28/03/2011;7,6;12;23;0
29/03/2011;8,4;13;24;0
30/03/2011;9,5;13;26;0
31/03/2011;8,4;14;27;0
01/04/2011;7,2;14;26;0
02/04/2011;6,8;14;26;1
03/04/2011;4,7;14;25;1
04/04/2011;4,4;15;25;1
05/04/2011;5,2;15;26;0
06/04/2011;7,2;15;29;0
07/04/2011;7;15;29;0
08/04/2011;9,1;15;30;0
09/04/2011;9,6;14;30;0
10/04/2011;10,1;14;29;0
11/04/2011;10,1;14;28;0
12/04/2011;10,9;14;29;0
13/04/2011;10,7;14;29;0
14/04/2011;10,8;15;29;0
15/04/2011;10,9;14;29;0
16/04/2011;9,8;14;28;0
17/04/2011;8,1;14;26;0
18/04/2011;7,6;15;25;2
19/04/2011;6,1;14;24;2
20/04/2011;3,8;14;22;6
21/04/2011;3,2;13;21;18
22/04/2011;4,1;13;21;24,5
23/04/2011;3,7;12;21;22,5
24/04/2011;5,4;12;22;8,5
25/04/2011;7,7;13;24;2,5
26/04/2011;9,8;13;26;0
27/04/2011;8,3;14;25;0
28/04/2011;7,8;14;25;4,5
29/04/2011;5,9;14;24;6,5
30/04/2011;4,3;14;23;7,5
01/05/2011;4,3;15;22;3,5
02/05/2011;6,6;15;23;1
03/05/2011;8,5;15;25;0
04/05/2011;9,2;16;26;0
05/05/2011;9,7;16;26;0,5
06/05/2011;9,9;15;26;0,5
07/05/2011;10,1;15;27;0,5
08/05/2011;10,2;15;28;0
09/05/2011;10;15;29;0
10/05/2011;10,4;16;30;0
11/05/2011;9,8;18;31;0
12/05/2011;9,7;18;31;0
13/05/2011;9,6;19;31;0
14/05/2011;10,3;19;32;0
15/05/2011;10,7;19;31;0
16/05/2011;10,2;18;31;0
17/05/2011;9,2;19;29;2
18/05/2011;8,1;18;28;2,5
19/05/2011;9;17;28;2,5
20/05/2011;8,9;17;29;1
21/05/2011;9,9;18;30;0
22/05/2011;11;18;31;0
23/05/2011;11,4;19;33;0
24/05/2011;9,3;20;32;0
25/05/2011;9,4;20;32;0
26/05/2011;9,5;20;32;0
27/05/2011;8,9;20;31;0
28/05/2011;8,9;20;30;0
29/05/2011;10,8;19;30;1
30/05/2011;10,5;19;30;1
31/05/2011;10,3;19;30;1
01/06/2011;10,7;19;30;0
02/06/2011;11,5;19;30;0
03/06/2011;11,7;19;31;0
04/06/2011;11,2;19;30;0
05/06/2011;9,7;19;29;0
06/06/2011;10;17;28;0
07/06/2011;9,3;17;28;0
08/06/2011;9,3;16;27;0
09/06/2011;10,3;16;28;0
10/06/2011;12;16;30;0
11/06/2011;12,1;17;31;0
12/06/2011;12,8;18;33;0
13/06/2011;12,9;19;35;0
14/06/2011;12,9;20;36;0
15/06/2011;12,9;20;36;0
16/06/2011;12,8;21;36;0
17/06/2011;12,6;20;37;0
18/06/2011;12,5;20;37;0
19/06/2011;12,6;20;37;0
20/06/2011;12,6;21;37;0
21/06/2011;12,6;21;38;0
22/06/2011;12,8;21;38;0
23/06/2011;12,7;22;38;0
24/06/2011;12,5;22;39;0
25/06/2011;12,2;22;39;0
26/06/2011;12,1;23;39;0
27/06/2011;11,8;23;39;0
28/06/2011;11,5;23;39;0
29/06/2011;10,7;23;39;0
30/06/2011;10,7;23;39;0
01/07/2011;10;23;37;0
02/07/2011;10,3;22;35;0
03/07/2011;10,7;21;35;0
04/07/2011;11,8;21;36;0
05/07/2011;12,1;20;35;0
06/07/2011;12,8;19;36;0
07/07/2011;12,8;20;37;0
08/07/2011;12,8;21;37;0
09/07/2011;12,7;20;36;0
10/07/2011;12,5;20;36;0
11/07/2011;12,5;21;36;0
12/07/2011;12,6;21;36;0
13/07/2011;12,5;21;36;0
14/07/2011;12,6;22;36;0
15/07/2011;12,7;22;36;0
16/07/2011;12,7;21;35;0
17/07/2011;12,6;21;35;0
18/07/2011;12,6;21;35;0
19/07/2011;12,5;21;35;0
20/07/2011;12,5;21;34;0
21/07/2011;12,3;21;34;0
22/07/2011;11,7;21;34;0
23/07/2011;11,2;21;34;0
24/07/2011;11,3;21;34;0
25/07/2011;11,3;21;36;0
26/07/2011;11,4;22;37;0
27/07/2011;12,1;23;38;0
28/07/2011;12,2;23;38;0
29/07/2011;11,5;22;37;0
30/07/2011;10,2;22;36;0
31/07/2011;9,8;21;34;0
01/08/2011;9,8;21;34;0
02/08/2011;10,1;21;35;0
03/08/2011;10,2;21;35;0
04/08/2011;11,4;21;36;0
05/08/2011;11,8;22;37;0
06/08/2011;11,8;23;38;0
07/08/2011;11,6;23;38;0
08/08/2011;11,9;24;39;0
09/08/2011;11,6;24;39;0
10/08/2011;11,4;24;38;0
11/08/2011;11,2;24;37;0
12/08/2011;11,2;24;37;0
13/08/2011;11,5;23;37;0
14/08/2011;11,7;23;38;0
15/08/2011;11,7;23;39;0
16/08/2011;11,8;23;38;0
17/08/2011;11,4;24;39;0
18/08/2011;11;25;39;0
19/08/2011;9,6;24;37;0
20/08/2011;9,2;24;36;0
21/08/2011;9,2;23;36;0
22/08/2011;9,7;23;35;0
23/08/2011;10,2;21;33;0
24/08/2011;11,5;20;34;0
25/08/2011;12;20;35;0
26/08/2011;11,8;20;35;0
27/08/2011;11,3;20;35;0
28/08/2011;11,2;20;34;0
29/08/2011;9,6;20;33;0
30/08/2011;7,3;20;31;0
31/08/2011;6;19;29;5
01/09/2011;5,7;18;28;8
02/09/2011;5,6;18;28;8
03/09/2011;7,1;18;29;3
04/09/2011;9,2;18;31;0
05/09/2011;10,6;19;33;0
06/09/2011;11,1;19;35;0
07/09/2011;11,3;19;37;0
08/09/2011;11;20;36;0
09/09/2011;10,9;20;36;0
10/09/2011;11,1;20;36;0
11/09/2011;11,3;20;36;0
12/09/2011;11,3;20;36;0
13/09/2011;11,7;20;36;0
14/09/2011;11,8;20;36;0
15/09/2011;11,4;20;35;0
16/09/2011;11,3;20;34;0
17/09/2011;10,9;20;32;0
18/09/2011;10,9;20;33;0
19/09/2011;10,9;19;32;0
20/09/2011;10,6;19;32;0
21/09/2011;9,1;19;31;0
22/09/2011;9,4;18;31;0
23/09/2011;9,4;17;30;0
24/09/2011;9,4;17;31;0
25/09/2011;9,8;17;31;0
26/09/2011;10,6;17;32;0
27/09/2011;10,5;18;33;0
28/09/2011;10,4;19;33;0
29/09/2011;10,4;20;32;0
30/09/2011;10,4;21;33;0
01/10/2011;10,9;20;33;0
02/10/2011;10,9;20;33;0
03/10/2011;10,9;19;34;0
04/10/2011;10,9;18;34;0
05/10/2011;10,8;17;34;0
06/10/2011;10,8;17;33;0
07/10/2011;10,9;17;32;0
08/10/2011;10,9;17;32;0
09/10/2011;10,9;17;32;0
10/10/2011;11;17;32;0
11/10/2011;11;16;34;0
12/10/2011;10,9;16;35;0
13/10/2011;10,8;15;35;0
14/10/2011;10,7;16;34;0
15/10/2011;10,6;16;33;0
16/10/2011;10,5;16;31;0
17/10/2011;10,3;16;30;0
18/10/2011;10,2;15;30;0
19/10/2011;10,1;15;29;0
20/10/2011;9,4;14;29;0
21/10/2011;8,8;14;28;0
22/10/2011;8;15;27;7
23/10/2011;7,1;15;26;8,5
24/10/2011;5,8;14;24;8,5
25/10/2011;5,8;14;23;9,5
26/10/2011;6,3;14;23;8
27/10/2011;7,2;14;23;8
28/10/2011;8,1;14;24;0,5
29/10/2011;9,3;14;25;0
30/10/2011;9,3;14;25;0
31/10/2011;7,5;15;25;0
01/11/2011;6,1;15;24;2,5
02/11/2011;4,8;15;23;7
03/11/2011;4,4;14;21;10,5
04/11/2011;5,1;13;20;8
05/11/2011;7;11;20;3,5
06/11/2011;7,9;10;19;0
07/11/2011;7,5;10;20;0
08/11/2011;8,1;10;21;0
09/11/2011;8;11;22;0
10/11/2011;7,1;12;23;0
11/11/2011;6,3;13;25;0
12/11/2011;6,4;13;24;0
13/11/2011;5,3;13;23;3
14/11/2011;4,4;12;22;3
15/11/2011;5,1;11;21;3
16/11/2011;5,8;11;20;0
17/11/2011;5,4;10;19;0
18/11/2011;4,5;11;18;6
19/11/2011;4,8;11;19;7
20/11/2011;4,5;11;18;7
21/11/2011;4,8;11;17;1
22/11/2011;6,2;10;18;0
23/11/2011;8,1;10;19;0
24/11/2011;8,8;9;19;0
25/11/2011;9;9;20;0
26/11/2011;9;8;20;0
27/11/2011;9,4;7;20;0
28/11/2011;9,1;7;19;0
29/11/2011;9;7;19;0
30/11/2011;8,1;7;19;0
01/12/2011;8,2;7;19;0,5
02/12/2011;8,2;7;18;0,5
03/12/2011;8;7;19;0,5
04/12/2011;8,1;6;18;0
05/12/2011;8,9;6;18;0
06/12/2011;8,6;6;18;0
07/12/2011;6,8;7;18;0
08/12/2011;5,4;7;16;0
09/12/2011;3,9;7;16;1
10/12/2011;2,5;8;16;1
11/12/2011;1,5;8;15;1
12/12/2011;1,6;9;16;0,5
13/12/2011;3,3;9;17;0,5
14/12/2011;3,6;8;17;0,5
15/12/2011;4,9;8;17;0
16/12/2011;6;6;16;0
17/12/2011;7,7;5;16;0
18/12/2011;6,7;4;15;0
19/12/2011;8;4;16;0
20/12/2011;8,1;4;17;0
21/12/2011;8,2;4;18;0
22/12/2011;8,1;4;19;0
23/12/2011;9,2;5;19;0
24/12/2011;9,1;6;19;0
25/12/2011;9,1;7;18;0
26/12/2011;9,1;7;18;0
27/12/2011;9,1;7;18;0
28/12/2011;9,1;5;18;0
29/12/2011;9,2;4;17;0
30/12/2011;9,2;3;18;0
31/12/2011;8,5;4;18;0
01/01/2012;8,6;4;18;0
02/01/2012;8,6;4;18;0
03/01/2012;8,6;5;19;0
04/01/2012;8,7;4;19;0
05/01/2012;9,2;4;20;0
06/01/2012;9,2;5;20;0
07/01/2012;9,2;5;20;0
08/01/2012;9;5;19;0
09/01/2012;9;5;19;0
10/01/2012;7,5;5;18;0
11/01/2012;7,5;5;18;0
12/01/2012;7;5;18;0
13/01/2012;5,3;5;16;0
14/01/2012;4,3;5;15;4,5
15/01/2012;5,9;5;16;4,5
16/01/2012;6;5;15;4,5
17/01/2012;6,5;4;15;0
18/01/2012;8,4;4;16;0
19/01/2012;9,5;4;18;0
20/01/2012;9,5;4;18;0
21/01/2012;9,5;4;18;0
22/01/2012;8,8;4;18;0
23/01/2012;8,7;4;18;0
24/01/2012;8,6;4;18;0
25/01/2012;7,5;5;17;0
26/01/2012;7,5;5;17;0
27/01/2012;8,2;5;17;0
28/01/2012;8,4;5;17;0
29/01/2012;8,6;4;17;0
30/01/2012;9,7;3;17;0
31/01/2012;9,4;3;16;0
01/02/2012;9,6;2;15;0
02/02/2012;9,6;1;15;0
03/02/2012;9,6;0;14;0
04/02/2012;9,7;0;14;0
05/02/2012;10;1;15;0
06/02/2012;9,8;1;16;0
07/02/2012;9,8;1;16;0
08/02/2012;9,7;2;17;0
09/02/2012;9,8;1;16;0
10/02/2012;10;0;14;0
11/02/2012;10,3;-1;14;0
12/02/2012;10,2;-1;15;0
13/02/2012;10,3;0;15;0
14/02/2012;10,3;0;15;0
15/02/2012;9,6;1;16;0
16/02/2012;9,5;2;17;0,5
17/02/2012;9,7;3;18;0,5
18/02/2012;9,7;3;19;0,5
19/02/2012;9,7;3;20;0
20/02/2012;10,5;3;20;0
21/02/2012;10,5;2;20;0
22/02/2012;10,6;2;20;0
23/02/2012;10,7;2;21;0
24/02/2012;10,1;3;21;0
25/02/2012;10,1;4;22;0
26/02/2012;10,2;5;22;0
27/02/2012;10,1;5;22;0
28/02/2012;9,6;6;22;0
29/02/2012;9,1;6;21;0
01/03/2012;8,6;7;20;1
02/03/2012;8,6;7;20;1
03/03/2012;8,7;7;21;1
04/03/2012;8,8;7;21;0
05/03/2012;10;6;22;0
06/03/2012;10,6;5;22;0
07/03/2012;10,7;5;22;0
08/03/2012;10,8;5;22;0
09/03/2012;11,2;5;22;0
10/03/2012;11,3;5;23;0
11/03/2012;11,3;6;24;0
12/03/2012;11,3;6;25;0
13/03/2012;10,3;6;25;0
14/03/2012;8,6;7;24;0
15/03/2012;7,3;8;24;2,5
16/03/2012;7,3;8;22;2,5
17/03/2012;7,4;8;21;2,5
18/03/2012;8,4;8;20;0
19/03/2012;10,2;6;20;0
20/03/2012;11,5;6;20;0
21/03/2012;11,2;6;22;0
22/03/2012;8,8;8;22;0
23/03/2012;7,9;10;23;0
24/03/2012;7,8;11;24;0
25/03/2012;7,9;13;25;0
26/03/2012;8,3;13;24;0
27/03/2012;9,9;12;25;0
28/03/2012;9,3;12;24;0
29/03/2012;7,6;12;23;1
30/03/2012;5,7;12;22;1
31/03/2012;3,5;12;21;2
01/04/2012;2;13;20;4,5
02/04/2012;1,5;13;19;7
03/04/2012;2,1;12;18;6
04/04/2012;3,4;11;18;4,5
05/04/2012;5,5;9;18;3,5
06/04/2012;7,8;8;19;3,5
07/04/2012;10;7;21;1,5
08/04/2012;10,6;8;22;0
09/04/2012;11,2;9;23;0
10/04/2012;9,9;10;23;0
11/04/2012;9,4;11;23;0
12/04/2012;7,7;11;21;0
13/04/2012;7,9;10;21;0,5
14/04/2012;8,2;10;21;0,5
15/04/2012;9,5;9;21;0,5
16/04/2012;9,5;9;21;0
17/04/2012;10;9;22;0
18/04/2012;9,6;10;22;0
19/04/2012;9,4;10;23;0
20/04/2012;9,7;11;23;0
21/04/2012;10,2;11;24;0
22/04/2012;11,6;11;25;0
23/04/2012;12,6;10;25;0
24/04/2012;10,8;11;24;0
25/04/2012;9,1;12;23;0
26/04/2012;7,5;12;22;1,5
27/04/2012;5,8;12;20;5
28/04/2012;4,7;11;20;4,5
29/04/2012;6,5;10;20;5
30/04/2012;7,3;9;20;1,5
01/05/2012;7,7;10;20;1,5
02/05/2012;8,1;11;21;2,5
03/05/2012;7,6;12;21;4
04/05/2012;7,7;12;22;8
05/05/2012;8,7;13;22;5,5
06/05/2012;9,2;13;24;4
07/05/2012;10,4;13;27;0
08/05/2012;12;14;30;0
09/05/2012;12,1;16;33;0
10/05/2012;12;17;35;0
11/05/2012;12,2;18;37;0
12/05/2012;12;19;38;0
13/05/2012;12,1;19;38;0
14/05/2012;11,8;19;38;0
15/05/2012;11,1;19;37;0
16/05/2012;11,1;19;35;0
17/05/2012;9,9;18;32;0,5
18/05/2012;8,9;16;29;1
19/05/2012;9,3;14;26;2
20/05/2012;10,3;13;25;1,5
21/05/2012;11,2;13;27;1
22/05/2012;12,6;13;29;0
23/05/2012;13,7;14;31;0
24/05/2012;13,8;15;32;0
25/05/2012;13,5;16;33;0
26/05/2012;13,4;17;33;0
27/05/2012;13,3;17;33;0
28/05/2012;12,9;18;33;0
29/05/2012;11,3;19;35;0
30/05/2012;11,1;19;35;0
31/05/2012;9,5;19;33;0
01/06/2012;9,2;20;33;0
02/06/2012;9,7;19;33;0
03/06/2012;11,3;18;32;0
04/06/2012;11,8;18;33;0
05/06/2012;13,6;18;34;0
06/06/2012;13,6;18;34;0
07/06/2012;13,6;18;34;0
08/06/2012;13,6;18;33;0
09/06/2012;13,7;18;32;0
10/06/2012;13,8;17;32;0
11/06/2012;14,2;17;33;0
12/06/2012;14,3;17;33;0
13/06/2012;14,3;18;33;0
14/06/2012;14,3;18;34;0
15/06/2012;14,2;19;36;0
16/06/2012;13,4;20;36;0
17/06/2012;12,3;20;35;0
18/06/2012;12,3;20;34;0
19/06/2012;11,5;19;33;0
20/06/2012;11,6;18;33;0
21/06/2012;12,3;17;33;0
22/06/2012;13,2;18;35;0
23/06/2012;11,4;19;37;0
24/06/2012;11,4;21;39;0
25/06/2012;10,7;22;40;0
26/06/2012;10,4;23;40;0
27/06/2012;10,5;23;39;0
28/06/2012;12,3;22;37;0
29/06/2012;13,2;20;36;0
30/06/2012;13,7;19;35;0
01/07/2012;14;18;35;0
02/07/2012;14;18;35;0
03/07/2012;14,1;19;36;0
04/07/2012;14,1;19;36;0
05/07/2012;14,1;19;36;0
06/07/2012;14,2;19;35;0
07/07/2012;13,8;18;34;0
08/07/2012;13,5;18;34;0
09/07/2012;13,5;18;34;0
10/07/2012;13,4;17;34;0
11/07/2012;13;17;36;0
12/07/2012;13,4;18;36;0
13/07/2012;13,7;19;38;0
14/07/2012;13,6;19;38;0
15/07/2012;13,5;21;39;0
16/07/2012;13,9;22;39;0
17/07/2012;13,5;22;40;0
18/07/2012;13,4;22;40;0
19/07/2012;13,2;22;40;0
20/07/2012;13,2;21;39;0
21/07/2012;13;21;37;0
22/07/2012;12,9;21;36;0
23/07/2012;12,8;21;35;0
24/07/2012;12,7;21;33;0
25/07/2012;11,9;21;32;0
26/07/2012;12;20;32;0
27/07/2012;12,3;19;32;0
28/07/2012;12,4;19;33;0
29/07/2012;12,4;19;35;0
30/07/2012;12,8;19;37;0
31/07/2012;12,6;19;39;0
01/08/2012;12,4;20;39;0
02/08/2012;12,3;20;39;0
03/08/2012;12,5;20;38;0
04/08/2012;13;19;37;0
05/08/2012;13,1;19;36;0
06/08/2012;12,9;20;36;0
07/08/2012;12,6;21;36;0
