fecha;sol;tmin;tmax;prec
08/08/2012;12,4;21;39;0
09/08/2012;12;23;41;0
10/08/2012;11,8;24;41;0
11/08/2012;12,1;23;40;0
12/08/2012;12,4;22;39;0
13/08/2012;12,2;21;36;0
14/08/2012;12,4;20;34;0
15/08/2012;12,3;19;35;0
16/08/2012;12;20;36;0
17/08/2012;10,9;21;37;0
18/08/2012;11;22;39;0
19/08/2012;10,8;23;40;0
20/08/2012;11;23;40;0
21/08/2012;11,2;23;40;0
22/08/2012;12,2;22;39;0
23/08/2012;12,4;22;37;0
24/08/2012;12,6;21;36;0
25/08/2012;12,5;19;35;0
26/08/2012;12,3;19;35;0
27/08/2012;12,3;19;35;0
28/08/2012;12,3;18;35;0
29/08/2012;12;18;35;0
30/08/2012;11,9;18;35;0
31/08/2012;12,1;19;35;0
01/09/2012;12;19;35;0
02/09/2012;12;18;35;0
03/09/2012;12,2;19;35;0
04/09/2012;12,2;19;35;0
05/09/2012;11,6;19;35;0
06/09/2012;11,5;19;35;0
07/09/2012;11,2;20;34;0
08/09/2012;10,6;20;33;0
09/09/2012;10,6;20;33;0
10/09/2012;11,1;19;33;0
11/09/2012;11,1;19;34;0
12/09/2012;11,4;19;35;0
13/09/2012;11,8;18;36;0
14/09/2012;11,8;18;36;0
15/09/2012;11,4;18;35;0
16/09/2012;10;18;34;0
17/09/2012;9,7;19;33;0
18/09/2012;9,2;19;33;0
19/09/2012;9,1;20;32;0
20/09/2012;9,4;20;32;0
21/09/2012;9,7;20;31;0
22/09/2012;9,9;18;31;0
23/09/2012;8,9;17;29;0
24/09/2012;6,6;17;27;0
25/09/2012;4,4;16;25;2,5
26/09/2012;3,4;16;23;23,5
27/09/2012;1,6;16;22;25
28/09/2012;2,7;17;22;23
29/09/2012;4,9;16;24;1,5
30/09/2012;7,1;16;26;0
01/10/2012;8,9;16;27;0
02/10/2012;10,7;16;29;0
03/10/2012;10,5;16;29;0
04/10/2012;10;17;29;0
05/10/2012;10;17;29;0
06/10/2012;10;17;30;0
07/10/2012;9,9;17;31;0
08/10/2012;10,2;18;31;0
09/10/2012;10;18;32;0
10/10/2012;9,4;18;31;0
11/10/2012;9,4;17;30;0
12/10/2012;9,1;17;28;0
13/10/2012;9,3;15;27;0
14/10/2012;9,8;14;26;0
15/10/2012;10,1;12;26;0
16/10/2012;8,4;12;26;0
17/10/2012;7,5;12;24;5,5
18/10/2012;7,3;12;24;5,5
19/10/2012;5,8;12;22;5,5
20/10/2012;4,2;13;21;4
21/10/2012;5,6;13;22;3,5
22/10/2012;4,7;14;22;4
23/10/2012;3,2;15;22;11
24/10/2012;3,2;16;22;26,5
25/10/2012;4,3;16;22;27
26/10/2012;4,6;15;20;16,5
27/10/2012;5,4;13;20;1
28/10/2012;4,9;13;19;2,5
29/10/2012;5,2;12;18;6,5
30/10/2012;5,4;11;18;6,5
31/10/2012;3,7;12;18;4
01/11/2012;2,9;13;19;7
02/11/2012;2,9;14;20;11
03/11/2012;2,7;14;20;12,5
04/11/2012;1,3;13;19;6,5
05/11/2012;1;14;19;3,5
06/11/2012;1,1;14;18;6,5
07/11/2012;1,7;13;18;12
08/11/2012;1,6;13;18;12,5
09/11/2012;3,2;12;18;7,5
10/11/2012;5,1;11;18;2
11/11/2012;7,1;10;19;0
12/11/2012;8,3;9;19;0
13/11/2012;9,4;10;20;0
14/11/2012;9,4;10;21;0
15/11/2012;8,4;11;22;4
16/11/2012;7,7;12;22;12,5
17/11/2012;7,7;12;22;12,5
18/11/2012;6,5;12;21;8,5
19/11/2012;4,8;12;19;0
20/11/2012;5,4;12;19;1
21/11/2012;4,9;12;19;1
22/11/2012;3,3;12;19;1
23/11/2012;3,3;13;19;0
24/11/2012;3,3;12;20;0
25/11/2012;3,6;11;18;0
26/11/2012;4,6;9;17;0
27/11/2012;6,2;8;17;0
28/11/2012;5,9;6;15;0
29/11/2012;7,8;5;14;1
30/11/2012;8;4;13;1
01/12/2012;7,9;3;14;1
02/12/2012;7;3;14;0
03/12/2012;8,4;3;14;0
04/12/2012;6,6;4;14;0
05/12/2012;4,8;5;15;2,5
06/12/2012;3,7;7;15;4
07/12/2012;3,9;8;15;4
08/12/2012;3,7;7;15;1,5
09/12/2012;5,2;7;16;0
10/12/2012;6,2;6;16;0
11/12/2012;6,8;6;15;0
12/12/2012;5,7;6;16;0
13/12/2012;4,2;8;16;1
14/12/2012;3,1;10;17;1,5
15/12/2012;2,1;12;17;1,5
16/12/2012;1,7;13;18;0,5
17/12/2012;2;12;17;0
18/12/2012;2;11;17;0
19/12/2012;2,5;11;17;0
20/12/2012;4,2;10;17;0
21/12/2012;5,1;10;17;0
22/12/2012;6,4;10;18;0
23/12/2012;7,6;9;18;0,5
24/12/2012;8,4;8;18;0,5
25/12/2012;8,5;7;17;0,5
26/12/2012;8,6;6;17;0
27/12/2012;7,9;5;16;0
28/12/2012;8,4;4;16;0
29/12/2012;8,1;3;16;0
30/12/2012;7,1;4;15;1,5
31/12/2012;6,9;4;15;1,5
01/01/2013;7,8;5;15;1,5
02/01/2013;7,9;5;16;0
03/01/2013;8,2;6;16;0
04/01/2013;9,1;5;17;0
05/01/2013;9,2;5;17;0
06/01/2013;8,1;5;17;0
07/01/2013;7,9;4;16;0
08/01/2013;7,5;5;16;0
09/01/2013;7,3;6;17;0
10/01/2013;5,8;6;16;0
11/01/2013;6;7;16;1
12/01/2013;6,4;6;16;1
13/01/2013;6,6;5;16;1
14/01/2013;5,1;5;15;0
15/01/2013;6;6;15;0
16/01/2013;4,9;7;16;0
17/01/2013;3,8;8;16;4
18/01/2013;2,4;10;16;4,5
19/01/2013;4,1;9;16;5,5
20/01/2013;3,8;8;15;1,5
21/01/2013;5,4;6;15;2,5
22/01/2013;4,8;6;15;1
23/01/2013;4,5;7;15;3
24/01/2013;4;8;15;3,5
25/01/2013;3,5;8;15;3,5
26/01/2013;3,7;8;15;2
27/01/2013;5,4;7;16;0
28/01/2013;7,4;6;17;0
29/01/2013;8,1;5;18;0
30/01/2013;9,6;5;18;0
31/01/2013;9,8;5;19;0
01/02/2013;9,9;5;18;0
02/02/2013;10;5;17;0
03/02/2013;10;4;17;0
04/02/2013;10;4;17;0
05/02/2013;10;4;17;0
06/02/2013;9,9;3;17;0
07/02/2013;10;3;17;0
08/02/2013;10;3;16;0
09/02/2013;9,2;4;15;0
10/02/2013;8,8;4;15;1
11/02/2013;7,9;4;16;1
12/02/2013;7,9;5;17;1
13/02/2013;8;6;18;0
14/02/2013;6,9;6;18;0
15/02/2013;5,4;7;18;0
16/02/2013;5,2;9;18;0,5
17/02/2013;3,2;9;17;5
18/02/2013;2,4;10;16;7,5
19/02/2013;2,3;10;16;7,5
20/02/2013;2,5;10;17;7,5
21/02/2013;2,6;9;16;6,5
22/02/2013;4,5;7;16;6
23/02/2013;5,5;6;15;1,5
24/02/2013;7,7;5;15;0
25/02/2013;9,3;3;15;0
26/02/2013;8,8;3;14;5,5
27/02/2013;9,1;3;14;6
28/02/2013;7,2;4;14;6
01/03/2013;5,5;5;15;0,5
02/03/2013;3,6;6;15;0,5
03/03/2013;3,4;8;16;5
04/03/2013;2,3;10;17;9,5
05/03/2013;2,5;12;17;12
06/03/2013;3;13;18;9,5
07/03/2013;4,4;14;18;12
08/03/2013;5,3;13;19;10,5
09/03/2013;5,6;13;18;9,5
10/03/2013;5,1;12;18;4
11/03/2013;6,3;10;17;8
12/03/2013;7,1;8;17;7
13/03/2013;7,8;7;17;5,5
14/03/2013;7,2;7;17;0
15/03/2013;8,1;6;18;0
16/03/2013;8,3;7;19;2,5
17/03/2013;6,2;8;19;2,5
18/03/2013;6,3;8;19;8,5
19/03/2013;7,5;8;19;6
20/03/2013;7,3;8;19;6
21/03/2013;5,2;8;17;3
22/03/2013;6,5;8;18;6
23/03/2013;4,8;9;18;6,5
24/03/2013;3,3;10;18;3
25/03/2013;4;11;18;1,5
26/03/2013;5,3;11;19;1,5
27/03/2013;3,9;13;19;1,5
28/03/2013;5,3;14;19;1
29/03/2013;4,9;14;19;1,5
30/03/2013;5,2;13;19;5
31/03/2013;5,6;13;19;5,5
01/04/2013;6,1;12;19;5
02/04/2013;5,5;11;18;5
03/04/2013;7,2;10;18;7
04/04/2013;7,8;9;18;7
05/04/2013;8,2;8;18;3
06/04/2013;9,8;8;19;0
07/04/2013;9,1;8;19;0
08/04/2013;7,5;9;19;0
09/04/2013;5,9;10;20;0
10/04/2013;5,9;11;20;0
11/04/2013;6,2;12;21;0
12/04/2013;8,1;12;23;0
13/04/2013;10,1;12;25;0
14/04/2013;11,7;12;27;0
15/04/2013;12;13;29;0
16/04/2013;12;14;30;0
17/04/2013;12;15;30;0
18/04/2013;12,4;15;30;0
19/04/2013;12,5;14;29;0
20/04/2013;12,4;14;28;0
21/04/2013;12,1;14;27;0
22/04/2013;11,9;13;26;0
23/04/2013;11,7;13;26;0
24/04/2013;11;13;26;0
25/04/2013;9,9;13;26;0
26/04/2013;8,6;12;24;0
27/04/2013;6,9;11;22;0
28/04/2013;6;10;20;0,5
29/04/2013;6,1;9;19;0,5
30/04/2013;7,2;8;20;0,5
01/05/2013;8,2;8;22;0
02/05/2013;10,1;9;25;0
03/05/2013;11,4;10;27;0
04/05/2013;11,6;12;28;0
05/05/2013;11,5;13;29;0
06/05/2013;11,4;15;30;0
07/05/2013;11,5;15;31;0
08/05/2013;11,2;16;31;0
09/05/2013;11,6;16;31;0
10/05/2013;11,9;15;31;0
11/05/2013;12,3;15;31;0
12/05/2013;12,3;16;30;0
13/05/2013;10,8;15;28;0
14/05/2013;10,2;14;26;1,5
15/05/2013;8,7;14;24;1,5
16/05/2013;8,4;12;22;2
17/05/2013;7,5;10;21;0,5
18/05/2013;8,7;9;21;1
19/05/2013;8,5;10;22;0,5
20/05/2013;10,1;10;23;0,5
21/05/2013;10,8;11;25;0
22/05/2013;10,9;12;25;0
23/05/2013;10,6;13;26;0
24/05/2013;10,3;14;26;0
25/05/2013;10,3;14;25;0
26/05/2013;8,9;14;24;0
27/05/2013;10;13;25;0
28/05/2013;11,1;13;25;0
29/05/2013;12,4;12;26;0
30/05/2013;12,7;12;27;0
31/05/2013;14,2;13;30;0
01/06/2013;14,2;13;31;0
02/06/2013;13,8;14;32;0
03/06/2013;13,5;15;31;0
04/06/2013;12;16;30;0
05/06/2013;10,6;16;28;0
06/06/2013;9,6;15;26;0
07/06/2013;8,7;15;25;0
08/06/2013;8,9;14;25;0
09/06/2013;10,3;14;27;0
10/06/2013;14;14;29;0
11/06/2013;14;16;32;0
12/06/2013;14;17;34;0
13/06/2013;14;18;36;0
14/06/2013;14;19;36;0
15/06/2013;13;19;35;0
16/06/2013;11,7;18;32;0
17/06/2013;11,5;17;30;1
18/06/2013;11,3;16;29;1
19/06/2013;11;16;29;1
20/06/2013;12;16;30;0
21/06/2013;13,4;17;33;0
22/06/2013;13,6;18;35;0
23/06/2013;13,8;19;36;0
24/06/2013;14,1;19;37;0
25/06/2013;13,9;19;37;0
26/06/2013;13,8;19;37;0
27/06/2013;13,6;19;36;0
28/06/2013;13,6;19;36;0
29/06/2013;13,3;19;36;0
30/06/2013;13,2;20;36;0
01/07/2013;13,2;20;37;0
02/07/2013;14;20;38;0
03/07/2013;14;21;38;0
04/07/2013;14;22;38;0
05/07/2013;14;22;39;0
06/07/2013;14;22;40;0
07/07/2013;13,9;22;39;0
08/07/2013;13,7;22;40;0
09/07/2013;13,6;22;39;0
10/07/2013;13,2;22;38;0
11/07/2013;11,8;21;36;0
12/07/2013;11;21;34;0
13/07/2013;10,5;20;33;0
14/07/2013;10,4;20;33;0
15/07/2013;10,6;20;34;0
16/07/2013;12;20;36;0
17/07/2013;12,8;20;37;0
18/07/2013;13,2;20;36;0
19/07/2013;13,1;20;35;0
20/07/2013;13;20;35;0
21/07/2013;13;21;35;0
22/07/2013;13;20;35;0
23/07/2013;13,2;20;36;0
24/07/2013;12,8;21;35;0
25/07/2013;11,5;20;34;0
26/07/2013;10,9;20;33;0
27/07/2013;10,9;19;32;0
28/07/2013;10,9;19;33;0
29/07/2013;11,6;19;35;0
30/07/2013;12,7;19;37;0
31/07/2013;13;20;38;0
01/08/2013;12,8;21;39;0
02/08/2013;12,7;20;39;0
03/08/2013;12,6;20;38;0
04/08/2013;12,8;20;38;0
05/08/2013;13,1;20;37;0
06/08/2013;13,2;19;37;0
07/08/2013;13,2;20;37;0
08/08/2013;13,3;20;37;0
09/08/2013;13,3;20;38;0
10/08/2013;13,2;20;39;0
11/08/2013;13,1;20;39;0
12/08/2013;13,1;20;39;0
13/08/2013;13;20;39;0
14/08/2013;12,9;21;39;0
15/08/2013;12,8;21;38;0
16/08/2013;12,8;21;39;0
17/08/2013;12,7;22;40;0
18/08/2013;12,7;22;40;0
19/08/2013;12,7;22;40;0
20/08/2013;12,3;22;41;0
21/08/2013;12,1;23;41;0
22/08/2013;12;22;39;0
23/08/2013;11,5;22;38;0
24/08/2013;10,4;22;36;0
25/08/2013;10,5;21;34;0
26/08/2013;10,2;21;33;0
27/08/2013;9;21;31;0,5
28/08/2013;9,4;20;31;0,5
29/08/2013;10,5;20;33;0,5
30/08/2013;10,7;20;33;0
31/08/2013;11;20;34;0
01/09/2013;12,2;20;35;0
02/09/2013;12,3;20;35;0
03/09/2013;12,3;19;35;0
04/09/2013;11,2;20;34;0
05/09/2013;10,6;20;33;0
06/09/2013;10,4;19;32;0
07/09/2013;10,3;19;32;0
08/09/2013;10,3;19;32;0
09/09/2013;11,2;18;33;0
10/09/2013;11,7;18;35;0
11/09/2013;11,4;19;35;0
12/09/2013;9,8;20;35;0
13/09/2013;9,7;20;34;0
14/09/2013;9,3;20;34;0
15/09/2013;8,5;21;33;0
16/09/2013;7,7;20;31;0
17/09/2013;8,9;20;31;0
18/09/2013;8,8;19;32;0
19/09/2013;8,8;19;32;0
20/09/2013;9,6;18;34;0
21/09/2013;10,8;18;35;0
22/09/2013;11;18;35;0
23/09/2013;10,3;19;33;0
24/09/2013;10,5;18;32;0
25/09/2013;8,3;19;30;0
26/09/2013;7,1;19;29;3
27/09/2013;5,6;19;28;3,5
28/09/2013;4,2;19;27;4
29/09/2013;3,1;20;26;2
30/09/2013;3,7;19;27;1,5
01/10/2013;3,7;20;27;1
02/10/2013;5;20;28;0,5
03/10/2013;7;19;29;0,5
04/10/2013;8,2;18;29;0,5
05/10/2013;9,5;18;30;0
06/10/2013;10,5;17;31;0
07/10/2013;10,8;16;31;0
08/10/2013;10,8;17;31;0
09/10/2013;10,1;17;31;0
10/10/2013;9,7;16;30;0
11/10/2013;9,7;15;28;0
12/10/2013;9,4;14;28;0
13/10/2013;9,3;14;28;0
14/10/2013;9,8;14;28;0
15/10/2013;9,8;14;29;0
16/10/2013;8,7;15;29;0
17/10/2013;7,7;16;29;0
18/10/2013;7,6;16;28;0
19/10/2013;7,4;16;27;0
20/10/2013;5,9;16;26;0
21/10/2013;5,9;16;25;1,5
22/10/2013;5,5;17;25;1,5
23/10/2013;3,7;17;24;12
24/10/2013;2,8;17;24;14
25/10/2013;4,8;17;25;14
26/10/2013;5,5;16;25;4
27/10/2013;7,1;15;25;0
28/10/2013;8,8;14;24;0
29/10/2013;9,8;12;24;0
30/10/2013;9,8;11;24;0
31/10/2013;10,1;10;23;0
01/11/2013;9,7;10;24;0
02/11/2013;9,2;10;24;0
03/11/2013;8,8;11;24;0
04/11/2013;8,7;12;25;0
05/11/2013;7,4;12;24;0
06/11/2013;6,5;12;23;0
07/11/2013;6,9;12;24;0
08/11/2013;6,9;11;23;0
09/11/2013;6,9;11;23;0
10/11/2013;8,2;11;24;0
11/11/2013;9,4;11;24;0
12/11/2013;9,6;12;25;0
13/11/2013;9,7;11;24;0
14/11/2013;9,2;10;22;0
15/11/2013;8,7;8;20;0
16/11/2013;8,5;8;19;0,5
17/11/2013;8,4;6;18;0,5
18/11/2013;8,4;5;17;0,5
19/11/2013;8,2;4;17;0
20/11/2013;6,6;5;16;0
21/11/2013;5,3;5;15;0
22/11/2013;5,5;5;15;0
23/11/2013;5,5;5;15;0
24/11/2013;6,2;5;15;0
25/11/2013;8,1;4;17;0
26/11/2013;8,7;5;17;0
27/11/2013;8,7;5;17;0
28/11/2013;8,7;5;17;0
29/11/2013;8,7;5;17;0
30/11/2013;8,7;4;17;0
01/12/2013;9,5;4;18;0
